block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date,rank town,flat type
166A,TECK WHYE CRES,19 TO 21,47,Model A,2015,9.42,237000,2019-01,0.211562,2 ROOM
110,TECK WHYE LANE,07 TO 09,73,Model A,1989,6.75,280000,2019-01,0.211562,3 ROOM
574,CHOA CHU KANG ST 52,07 TO 09,67,Model A,2015,9.42,290000,2019-01,0.211562,3 ROOM
571,CHOA CHU KANG ST 52,07 TO 09,67,Model A,2015,9.42,310000,2019-01,0.211562,3 ROOM
684D,CHOA CHU KANG CRES,04 TO 06,90,Model A,2002,8.17,295000,2019-01,0.211562,4 ROOM
687A,CHOA CHU KANG DR,01 TO 03,90,Model A,2002,8.17,295000,2019-01,0.211562,4 ROOM
692A,CHOA CHU KANG CRES,22 TO 24,91,Model A,2003,8.25,308000,2019-01,0.211562,4 ROOM
686A,CHOA CHU KANG CRES,10 TO 12,90,Model A,2002,8.17,310000,2019-01,0.211562,4 ROOM
427,CHOA CHU KANG AVE 4,01 TO 03,104,Model A,1992,7.17,310000,2019-01,0.211562,4 ROOM
691B,CHOA CHU KANG CRES,13 TO 15,91,Model A,2003,8.25,312000,2019-01,0.211562,4 ROOM
104,TECK WHYE LANE,04 TO 06,106,Model A,1989,6.75,315000,2019-01,0.211562,4 ROOM
659,CHOA CHU KANG CRES,04 TO 06,103,Premium Apartment,1999,7.75,318000,2019-01,0.211562,4 ROOM
660,CHOA CHU KANG CRES,01 TO 03,100,Premium Apartment,1999,7.75,318000,2019-01,0.211562,4 ROOM
685A,CHOA CHU KANG CRES,13 TO 15,90,Model A,2002,8.17,320000,2019-01,0.211562,4 ROOM
473,CHOA CHU KANG AVE 3,10 TO 12,100,Model A,1999,7.75,323000,2019-01,0.211562,4 ROOM
673,CHOA CHU KANG CRES,10 TO 12,104,Premium Apartment,1999,7.75,326000,2019-01,0.211562,4 ROOM
151,JLN TECK WHYE,04 TO 06,103,Model A,1998,7.67,330000,2019-01,0.211562,4 ROOM
459,CHOA CHU KANG AVE 4,10 TO 12,104,Premium Apartment,2000,8,335000,2019-01,0.211562,4 ROOM
708,CHOA CHU KANG ST 53,07 TO 09,114,Model A,1995,7.42,335000,2019-01,0.211562,4 ROOM
425,CHOA CHU KANG AVE 4,10 TO 12,104,Model A,1992,7.17,337000,2019-01,0.211562,4 ROOM
410,CHOA CHU KANG AVE 3,07 TO 09,104,Model A,1992,7.17,340000,2019-01,0.211562,4 ROOM
517,CHOA CHU KANG ST 51,13 TO 15,107,Model A,1995,7.42,340000,2019-01,0.211562,4 ROOM
613,CHOA CHU KANG ST 62,07 TO 09,108,Model A,1996,7.5,340888,2019-01,0.211562,4 ROOM
659,CHOA CHU KANG CRES,07 TO 09,100,Premium Apartment,1999,7.75,343000,2019-01,0.211562,4 ROOM
423,CHOA CHU KANG AVE 4,04 TO 06,104,Model A,1992,7.17,345000,2019-01,0.211562,4 ROOM
409,CHOA CHU KANG AVE 3,10 TO 12,103,Model A,1992,7.17,352000,2019-01,0.211562,4 ROOM
770,CHOA CHU KANG ST 54,19 TO 21,106,Model A,1996,7.5,355000,2019-01,0.211562,4 ROOM
611,CHOA CHU KANG ST 62,07 TO 09,107,Model A,1996,7.5,355000,2019-01,0.211562,4 ROOM
160,JLN TECK WHYE,10 TO 12,102,Model A,1998,7.67,355000,2019-01,0.211562,4 ROOM
411,CHOA CHU KANG AVE 3,13 TO 15,104,Model A,1992,7.17,358000,2019-01,0.211562,4 ROOM
769,CHOA CHU KANG ST 54,16 TO 18,104,Model A,1996,7.5,360000,2019-01,0.211562,4 ROOM
306,CHOA CHU KANG AVE 4,01 TO 03,105,Model A,1993,7.25,365000,2019-01,0.211562,4 ROOM
790,CHOA CHU KANG NTH 6,04 TO 06,111,Model A,1996,7.5,368000,2019-01,0.211562,4 ROOM
286,CHOA CHU KANG AVE 3,10 TO 12,103,Model A,1993,7.25,370000,2019-01,0.211562,4 ROOM
572,CHOA CHU KANG ST 52,01 TO 03,92,Model A,2015,9.42,380000,2019-01,0.211562,4 ROOM
307,CHOA CHU KANG AVE 4,01 TO 03,105,Model A,1993,7.25,400000,2019-01,0.211562,4 ROOM
572,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,9.42,411000,2019-01,0.211562,4 ROOM
572,CHOA CHU KANG ST 52,07 TO 09,92,Model A,2015,9.42,420000,2019-01,0.211562,4 ROOM
686A,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,8.17,333000,2019-01,0.211562,5 ROOM
690D,CHOA CHU KANG CRES,04 TO 06,110,Improved,2003,8.25,337000,2019-01,0.211562,5 ROOM
685A,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,8.17,338800,2019-01,0.211562,5 ROOM
688A,CHOA CHU KANG DR,04 TO 06,110,Improved,2002,8.17,349000,2019-01,0.211562,5 ROOM
688A,CHOA CHU KANG DR,13 TO 15,110,Improved,2002,8.17,357000,2019-01,0.211562,5 ROOM
690A,CHOA CHU KANG CRES,16 TO 18,110,Improved,2003,8.25,360000,2019-01,0.211562,5 ROOM
485B,CHOA CHU KANG AVE 5,04 TO 06,120,Improved,1999,7.75,360000,2019-01,0.211562,5 ROOM
683B,CHOA CHU KANG CRES,07 TO 09,110,Improved,2002,8.17,362000,2019-01,0.211562,5 ROOM
686A,CHOA CHU KANG CRES,13 TO 15,110,Improved,2002,8.17,370000,2019-01,0.211562,5 ROOM
687B,CHOA CHU KANG DR,13 TO 15,110,Improved,2002,8.17,374000,2019-01,0.211562,5 ROOM
680,CHOA CHU KANG CRES,04 TO 06,122,Premium Apartment,1999,7.75,375000,2019-01,0.211562,5 ROOM
689A,CHOA CHU KANG DR,19 TO 21,110,Improved,2002,8.17,377000,2019-01,0.211562,5 ROOM
666,CHOA CHU KANG CRES,07 TO 09,124,Improved,1999,7.75,385000,2019-01,0.211562,5 ROOM
470,CHOA CHU KANG AVE 3,13 TO 15,121,Improved,1999,7.75,395000,2019-01,0.211562,5 ROOM
682,CHOA CHU KANG CRES,10 TO 12,122,Premium Apartment,1999,7.75,398000,2019-01,0.211562,5 ROOM
252,CHOA CHU KANG AVE 2,04 TO 06,122,Improved,1994,7.33,405000,2019-01,0.211562,5 ROOM
505,CHOA CHU KANG ST 51,10 TO 12,125,Improved,1994,7.33,408000,2019-01,0.211562,5 ROOM
657,CHOA CHU KANG CRES,01 TO 03,120,Premium Apartment,1999,7.75,410000,2019-01,0.211562,5 ROOM
504,CHOA CHU KANG ST 51,10 TO 12,123,Improved,1995,7.42,412000,2019-01,0.211562,5 ROOM
250,CHOA CHU KANG AVE 2,07 TO 09,122,Improved,1993,7.25,415000,2019-01,0.211562,5 ROOM
614,CHOA CHU KANG ST 62,10 TO 12,133,Model A,1996,7.5,427000,2019-01,0.211562,5 ROOM
221,CHOA CHU KANG CTRL,04 TO 06,126,Improved,1993,7.25,428000,2019-01,0.211562,5 ROOM
512,CHOA CHU KANG ST 51,10 TO 12,133,Model A,1994,7.33,435000,2019-01,0.211562,5 ROOM
770,CHOA CHU KANG ST 54,10 TO 12,121,Improved,1996,7.5,435000,2019-01,0.211562,5 ROOM
469,CHOA CHU KANG AVE 3,16 TO 18,120,Improved,1999,7.75,435000,2019-01,0.211562,5 ROOM
615,CHOA CHU KANG ST 62,04 TO 06,127,Improved,1996,7.5,440000,2019-01,0.211562,5 ROOM
454,CHOA CHU KANG AVE 4,16 TO 18,123,Premium Apartment,2000,8,445000,2019-01,0.211562,5 ROOM
435,CHOA CHU KANG AVE 4,04 TO 06,125,Improved,1993,7.25,458000,2019-01,0.211562,5 ROOM
785,CHOA CHU KANG DR,10 TO 12,135,Model A,1997,7.58,460000,2019-01,0.211562,5 ROOM
