block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date,rank town,flat type
703,HOUGANG AVE 2,07 TO 09,82,New Generation,1986,6.58,310000,2017-12,0.0573088,3 ROOM
21,HOUGANG AVE 3,01 TO 03,73,New Generation,1978,5.75,267000,2017-12,0.0573088,3 ROOM
21,HOUGANG AVE 3,04 TO 06,73,New Generation,1978,5.75,275000,2017-12,0.0573088,3 ROOM
667,HOUGANG AVE 4,01 TO 03,74,Model A,1987,6.67,310000,2017-12,0.0573088,3 ROOM
309,HOUGANG AVE 5,07 TO 09,67,New Generation,1982,6.25,290000,2017-12,0.0573088,3 ROOM
642,HOUGANG AVE 8,07 TO 09,60,Improved,1987,6.75,283000,2017-12,0.0573088,3 ROOM
620,HOUGANG AVE 8,10 TO 12,60,Improved,1985,6.5,260000,2017-12,0.0573088,3 ROOM
652,HOUGANG AVE 8,04 TO 06,60,Improved,1988,6.75,250000,2017-12,0.0573088,3 ROOM
689,HOUGANG ST 61,04 TO 06,74,Model A,1987,6.67,280000,2017-12,0.0573088,3 ROOM
689,HOUGANG ST 61,01 TO 03,74,Model A,1987,6.67,283000,2017-12,0.0573088,3 ROOM
642,HOUGANG AVE 8,01 TO 03,69,Improved,1987,6.67,255000,2018-01,0.0573088,3 ROOM
21,HOUGANG AVE 3,01 TO 03,73,New Generation,1978,5.75,262500,2018-01,0.0573088,3 ROOM
328,HOUGANG AVE 5,04 TO 06,67,New Generation,1983,6.33,285000,2018-01,0.0573088,3 ROOM
665,HOUGANG AVE 4,04 TO 06,74,Model A,1988,6.75,290000,2018-01,0.0573088,3 ROOM
623,HOUGANG AVE 8,07 TO 09,69,Improved,1985,6.5,290000,2018-01,0.0573088,3 ROOM
986A,BUANGKOK CRES,04 TO 06,67,Model A,2012,9.25,318500,2018-01,0.0573088,3 ROOM
23,HOUGANG AVE 3,07 TO 09,73,New Generation,1978,5.75,338000,2018-01,0.0573088,3 ROOM
644,HOUGANG AVE 8,07 TO 09,60,Improved,1987,6.67,260000,2018-02,0.0573088,3 ROOM
631,HOUGANG AVE 8,04 TO 06,60,Improved,1985,6.5,270000,2018-02,0.0573088,3 ROOM
154,HOUGANG ST 11,04 TO 06,67,New Generation,1984,6.42,270000,2018-02,0.0573088,3 ROOM
115,HOUGANG AVE 1,07 TO 09,67,New Generation,1981,6.17,273888,2018-02,0.0573088,3 ROOM
689,HOUGANG ST 61,04 TO 06,74,Model A,1987,6.67,280000,2018-02,0.0573088,3 ROOM
319,HOUGANG AVE 5,01 TO 03,67,New Generation,1983,6.33,293000,2018-02,0.0573088,3 ROOM
1,HOUGANG AVE 3,04 TO 06,59,Improved,1975,5.5,243000,2018-03,0.0573088,3 ROOM
